index Year TotalTDFDistance Stages Start End "Winner of stage" Leader "Yellow Jersey" "Polka-dot jersey" "Green jersey" "White jersey"
969 1962 4274 22 Nevers Paris "Rino Benedetti  (Moschettieri-Ignis)" NA "Jacques Anquetil" "Federico Bahamontes" "Rudi Altig" NA
970 1963 4138 1 Paris Épernay "Eddy Pauwels  (Wiels-Groene Leeuw)" NA "Eddy Pauwels" Nan Nan NA
971 1963 4138 2.1 Reims Jambes "Rik Van Looy  (G.B.C-Libertas)" NA "Eddy Pauwels" Nan Nan NA
972 1963 4138 2.2 Jambes Jambes Pelforth-Sauvage-Lejeune-Wolber NA "Eddy Pauwels" Nan Nan NA
973 1963 4138 3 Jambes Roubaix "Seamus Elliott  (V.C. Xii-Saint Raphael-Gitane-Dunlop)" NA "Seamus Elliott" Nan Nan NA
974 1963 4138 4 Roubaix Rouen "Frans Melckenbeeck  (Mercier-Bp-Hutchinson)" NA "Seamus Elliott" Nan Nan NA
975 1963 4138 5 Rouen Rennes "Antonio Bailetti  (Carpano)" NA "Seamus Elliott" Nan Nan NA
976 1963 4138 6.1 Rennes Angers "Roger De Breuker  (Solo-Terrot-Englebert)" NA "Seamus Elliott" Nan Nan NA
977 1963 4138 6.2 Angers Angers "Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Dunlop)" NA "Gilbert Desmet" Nan Nan NA
978 1963 4138 7 Angers Limoges "Jan Janssen  (Pelforth-Sauvage-Lejeune-Wolber)" NA "Gilbert Desmet" Nan Nan NA
979 1963 4138 8 Limoges Bordeaux "Rik Van Looy  (G.B.C-Libertas)" NA "Gilbert Desmet" Nan Nan NA
980 1963 4138 9 Bordeaux Pau "Giuseppe 'Pino' Cerami  (Peugeot-Bp-Englebert)" NA "Gilbert Desmet" Nan Nan NA
981 1963 4138 10 Pau Bagnères-de-Bigorre "Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Dunlop)" NA "Gilbert Desmet" Nan Nan NA
982 1963 4138 11 Bagnères-de-Bigorre Luchon "Guy Ignolin  (V.C. Xii-Saint Raphael-Gitane-Dunlop)" NA "Gilbert Desmet" Nan Nan NA
983 1963 4138 12 Luchon Toulouse "André Darrigade  (Margnat-Paloma-Motul-Dunlop)" NA "Gilbert Desmet" Nan Nan NA
984 1963 4138 13 Toulouse Aurillac "Rik Van Looy  (G.B.C-Libertas)" NA "Gilbert Desmet" Nan Nan NA
985 1963 4138 14 Aurillac Saint-Etienne "Guy Ignolin  (V.C. Xii-Saint Raphael-Gitane-Dunlop)" NA "Gilbert Desmet" Nan Nan NA
986 1963 4138 15 Saint-Etienne Grenoble "Federico Bahamontes  (Margnat-Paloma-Motul-Dunlop)" NA "Gilbert Desmet" Nan Nan NA
987 1963 4138 16 Grenoble val_d_isere "Fernando Manzaneque  (Ferrys)" NA "Federico Bahamontes" Nan Nan NA
988 1963 4138 17 val_d_isere Chamonix "Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Dunlop)" NA "Jacques Anquetil" Nan Nan NA
989 1963 4138 18 Chamonix Lons-le-Saunier "Frans Brands  (Faema-Flandria)" NA "Jacques Anquetil" Nan Nan NA
990 1963 4138 19 Arbois Besançon "Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Dunlop)" NA "Jacques Anquetil" Nan Nan NA
991 1963 4138 20 Besançon Troyes "Roger De Breuker  (Solo-Terrot-Englebert)" NA "Jacques Anquetil" Nan Nan NA
992 1963 4138 21 Troyes Paris "Rik Van Looy  (G.B.C-Libertas)" NA "Jacques Anquetil" "Federico Bahamontes" "Rik Van Looy" NA
993 1964 4504 1 Rennes Lisieux "Edward Sels  (Solo-Superia)" NA "Edward Sels" Nan Nan NA
994 1964 4504 2 Lisieux Amiens "André Darrigade  (Margnat-Paloma-Dunlop)" NA "Edward Sels" Nan Nan NA
995 1964 4504 3.1 Amiens Forest "Bernard Van De Kerkhove  (Solo-Superia)" NA "Edward Sels" Nan Nan NA
996 1964 4504 3.2 Forest Forest Kas-Kaskol NA "Bernard Van De Kerkhove" Nan Nan NA
997 1964 4504 4 Forest Metz "Rudi Altig  (V.C. Xii-Saint Raphael-Gitane-Campagnolo)" NA "Bernard Van De Kerkhove" Nan Nan NA
998 1964 4504 5 Lunéville Fribourg "Willy Derboven  (Solo-Superia)" NA "Rudi Altig" Nan Nan NA
999 1964 4504 6 Fribourg Besançon "Henk Nijdam  (Televizier)" NA "Rudi Altig" Nan Nan NA
1000 1964 4504 7 Champagnole Thonon "Jan Janssen  (Pelforth-Sauvage-Lejeune-Wolber)" NA "Rudi Altig" Nan Nan NA
1001 1964 4504 8 Thonon Briançon "Federico Bahamontes  (Margnat-Paloma-Dunlop)" NA "Georges Groussard" Nan Nan NA
1002 1964 4504 9 Briançon Monaco "Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Campagnolo)" NA "Georges Groussard" Nan Nan NA
1003 1964 4504 10.1 Monaco Hyères "Jan Janssen  (Pelforth-Sauvage-Lejeune-Wolber)" NA "Georges Groussard" Nan Nan NA
1004 1964 4504 10.2 Hyères Toulon "Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Campagnolo)" NA "Georges Groussard" Nan Nan NA
1005 1964 4504 11 Toulon Montpellier "Edward Sels  (Solo-Superia)" NA "Georges Groussard" Nan Nan NA
1006 1964 4504 12 Montpellier Perpignan "Johan De Roo  (V.C. Xii-Saint Raphael-Gitane-Campagnolo)" NA "Georges Groussard" Nan Nan NA
1007 1964 4504 13 Perpignan Andorre "Julio Jimenez  (Kas-Kaskol)" NA "Georges Groussard" Nan Nan NA
1008 1964 4504 14 Andorre Toulouse "Edward Sels  (Solo-Superia)" NA "Georges Groussard" Nan Nan NA
1009 1964 4504 15 Toulouse Luchon "Raymond Poulidor  (Mercier-Bp-Hutchinson)" NA "Georges Groussard" Nan Nan NA
1010 1964 4504 16 Luchon Pau "Federico Bahamontes  (Margnat-Paloma-Dunlop)" NA "Georges Groussard" Nan Nan NA
1011 1964 4504 17 Peyrehorade Bayonne "Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Campagnolo)" NA "Jacques Anquetil" Nan Nan NA
1012 1964 4504 18 Bayonne Bordeaux "André Darrigade  (Margnat-Paloma-Dunlop)" NA "Jacques Anquetil" Nan Nan NA
1013 1964 4504 19 Bordeaux Brive-la-Gaillarde "Edward Sels  (Solo-Superia)" NA "Jacques Anquetil" Nan Nan NA
1014 1964 4504 20 Brive-la-Gaillarde "Puy de Dôme" "Julio Jimenez  (Kas-Kaskol)" NA "Jacques Anquetil" Nan Nan NA
1015 1964 4504 21 Clermont-Ferrand Orléans "Jean Stablinski  (V.C. Xii-Saint Raphael-Gitane-Campagnolo)" NA "Jacques Anquetil" Nan Nan NA
1016 1964 4504 22.1 Orléans Versailles "Benoni Beheyt  (Wiels-Groene Leeuw)" NA "Jacques Anquetil" Nan Nan NA
1017 1964 4504 22.2 Versailles Paris "Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Campagnolo)" NA "Jacques Anquetil" "Federico Bahamontes" "Jan Janssen" NA
1018 1965 4188 1.1 Cologne Liège "Rik Van Looy  (Solo-Superia)" NA "Rik Van Looy" Nan Nan NA
1019 1965 4188 1.2 Liège Liège Ford-France-Gitane-Dunlop NA "Rik Van Looy" Nan Nan NA
1020 1965 4188 2 Liège Roubaix "Bernard Van De Kerkhove  (Solo-Superia)" NA "Bernard Van De Kerkhove" Nan Nan NA
1021 1965 4188 3 Roubaix Rouen "Felice Gimondi  (Salvarani)" NA "Felice Gimondi" Nan Nan NA
1022 1965 4188 4 Caen Saint-Brieuc "Edgard Sorgeloos  (Solo-Superia)" NA "Felice Gimondi" Nan Nan NA
1023 1965 4188 5.1 Saint-Brieuc Chateaulin "Kees Van Espen  (Televizier)" NA "Felice Gimondi" Nan Nan NA
1024 1965 4188 5.2 Chateaulin Chateaulin "Raymond Poulidor  (Mercier-Bp-Hutchinson)" NA "Felice Gimondi" Nan Nan NA
1025 1965 4188 6 Quimper "La Baule" "Guido Reybroeck  (Flandria-Romeo)" NA "Felice Gimondi" Nan Nan NA
1026 1965 4188 7 "La Baule" "La Rochelle" "Edward Sels  (Solo-Superia)" NA "Bernard Van De Kerkhove" Nan Nan NA
1027 1965 4188 8 "La Rochelle" Bordeaux "Johan De Roo  (Televizier)" NA "Bernard Van De Kerkhove" Nan Nan NA
1028 1965 4188 9 Dax Bagnères-de-Bigorre "Julio Jimenez  (Kas-Kaskol)" NA "Felice Gimondi" Nan Nan NA
1029 1965 4188 10 Bagnères-de-Bigorre Ax-les-Thermes "Guido Reybroeck  (Flandria-Romeo)" NA "Felice Gimondi" Nan Nan NA
1030 1965 4188 11 Ax-les-Thermes Barcelone "José Perez Llacer  (Ferrys)" NA "Felice Gimondi" Nan Nan NA
1031 1965 4188 12 Barcelone Perpignan "Jan Janssen  (Pelforth-Sauvage-Lejeune-Wolber)" NA "Felice Gimondi" Nan Nan NA
1032 1965 4188 13 Perpignan Montpellier "Adriano Durante  (Molteni-Ignis)" NA "Felice Gimondi" Nan Nan NA
1033 1965 4188 14 Montpellier "Mont Ventoux" "Raymond Poulidor  (Mercier-Bp-Hutchinson)" NA "Felice Gimondi" Nan Nan NA
1034 1965 4188 15 Carpentras Gap "Giuseppe Fezzardi  (Molteni-Ignis)" NA "Felice Gimondi" Nan Nan NA
1035 1965 4188 16 Gap Briançon "Joaquim Galera  (Kas-Kaskol)" NA "Felice Gimondi" Nan Nan NA
1036 1965 4188 17 Briançon Aix-les-Bains "Julio Jimenez  (Kas-Kaskol)" NA "Felice Gimondi" Nan Nan NA
1037 1965 4188 18 Aix-les-Bains "Mont Revard" "Felice Gimondi  (Salvarani)" NA "Felice Gimondi" Nan Nan NA
1038 1965 4188 19 "Mont Revard" Lyon "Rik Van Looy  (Solo-Superia)" NA "Felice Gimondi" Nan Nan NA
1039 1965 4188 20 Lyon Auxerre "Michaël Wright  (Wiels-Groene Leeuw)" NA "Felice Gimondi" Nan Nan NA
1040 1965 4188 21 Auxerre Versailles "Gerben Karstens  (Televizier)" NA "Felice Gimondi" Nan Nan NA
1041 1965 4188 22 Versailles Paris "Felice Gimondi  (Salvarani)" NA "Felice Gimondi" "Julio Jimenez" "Jan Janssen" NA
1042 1966 4329 1 Nancy Charleville-Mézières "Rudi Altig  (Molteni-Hutchinson)" NA "Rudi Altig" NA NA NA
1043 1966 4329 2 Charleville-Mézières Tournai "Guido Reybroeck  (Smiths)" NA "Rudi Altig" NA NA NA
1044 1966 4329 3.1 Tournai Tournai Televizier-Batavus NA "Rudi Altig" NA NA NA
1045 1966 4329 3.2 Tournai Dunkerque "Gerben Karstens  (Televizier-Batavus)" NA "Rudi Altig" NA NA NA
1046 1966 4329 4 Dunkerque Dieppe "Willy Planckaert  (Smiths)" NA "Rudi Altig" NA NA NA
1047 1966 4329 5 Dieppe Caen "Franco Bitossi  (Filotex-Fiorelli)" NA "Rudi Altig" NA NA NA
1048 1966 4329 6 Caen Angers "Edward Sels  (Solo-Superia)" NA "Rudi Altig" NA NA NA
1049 1966 4329 7 Angers Royan "Albert Van Vlierberghe  (Smiths)" NA "Rudi Altig" NA NA NA
1050 1966 4329 8 Royan Bordeaux "Willy Planckaert  (Smiths)" NA "Rudi Altig" NA NA NA
1051 1966 4329 9 Bordeaux Bayonne "Gerben Karstens  (Televizier-Batavus)" NA "Rudi Altig" NA NA NA
1052 1966 4329 10 Bayonne Pau "Tommaso De Pra  (Molteni-Hutchinson)" NA "Tommaso De Pra" NA NA NA
1053 1966 4329 11 Pau Luchon "Marcello Mugnaini  (Filotex-Fiorelli)" NA "Jean-Claude Lebaube" NA NA NA
1054 1966 4329 12 Luchon Revel "Rudi Altig  (Molteni-Hutchinson)" NA "Karl-Heinz Kunde" NA NA NA
1055 1966 4329 13 Revel Sète "Georges Vandenberghe  (Smiths)" NA "Karl-Heinz Kunde" NA NA NA
1056 1966 4329 14.1 Montpellier Aubenas "Johan De Roo  (Televizier-Batavus)" NA "Karl-Heinz Kunde" NA NA NA
1057 1966 4329 14.2 Aubenas Vals-les-Bains "Raymond Poulidor  (Mercier-Bp-Hutchinson)" NA "Karl-Heinz Kunde" NA NA NA
1058 1966 4329 15 Privas Bourg-d'Oisans "Luis Otano  (Fagor)" NA "Karl-Heinz Kunde" NA NA NA
1059 1966 4329 16 Bourg-d'Oisans Briançon "Julio Jimenez  (Ford-France-Hutchinson)" NA "Jan Janssen" NA NA NA
1060 1966 4329 17 Briançon Turin "Franco Bitossi  (Filotex-Fiorelli)" NA "Lucien Aimar" NA NA NA
1061 1966 4329 18 Ivrea Chamonix "Eddy Schutz  (Smiths)" NA "Lucien Aimar" NA NA NA
1062 1966 4329 19 Chamonix Saint-Etienne "Ferdinand Bracke  (Peugeot-Bp-Michelin)" NA "Lucien Aimar" NA NA NA
1063 1966 4329 20 Saint-Etienne Montluçon "Henk Nijdam  (Televizier-Batavus)" NA "Lucien Aimar" NA NA NA
1064 1966 4329 21 Montluçon Orléans "Pierre Beuffeuil  (Kamome-Dilecta-Dunlop)" NA "Lucien Aimar" NA NA NA
1065 1966 4329 22.1 Orléans Rambouillet "Edward Sels  (Solo-Superia)" NA "Lucien Aimar" NA NA NA
1066 1966 4329 22.2 Rambouillet Paris "Rudi Altig  (Molteni-Hutchinson)" NA "Lucien Aimar" NA NA NA
1067 1967 4779 0 Angers Angers "José-Maria Errandonea  (Espana)" NA "José-Maria Errandonea" Nan Nan NA
1068 1967 4779 1 Angers Saint-Malo "Walter Godefroot  (Diables Rouges)" NA "José-Maria Errandonea" Nan Nan NA
1069 1967 4779 2 Saint-Malo Caen "Willy Van Neste  (Belgique)" NA "Willy Van Neste" Nan Nan NA
1070 1967 4779 3 Caen Amiens "Marino Basso  (Primavera)" NA "Giancarlo Polidori" Nan Nan NA
1071 1967 4779 4 Amiens Roubaix "Guido Reybroeck  (Diables Rouges)" NA "Joseph Spruyt" Nan Nan NA
1072 1967 4779 5.1 Roubaix Jambes "Roger Pingeon  (France)" NA "Roger Pingeon" Nan Nan NA
1073 1967 4779 5.2 Jambes Jambes Belgique NA "Roger Pingeon" Nan Nan NA
1074 1967 4779 6 Jambes Metz "Herman Vanspringel  (Belgique)" NA "Roger Pingeon" Nan Nan NA
1075 1967 4779 7 Metz Strasbourg "Michaël Wright  (Great Britain)" NA "Raymond Riotte" Nan Nan NA
1076 1967 4779 8 Strasbourg "Ballon d'Alsace" "Lucien Aimar  (France)" NA "Roger Pingeon" Nan Nan NA
1077 1967 4779 9 Belfort Divonne "Guido Reybroeck  (Diables Rouges)" NA "Roger Pingeon" Nan Nan NA
1078 1967 4779 10 Divonne Briançon "Felice Gimondi  (Italia)" NA "Roger Pingeon" Nan Nan NA
1079 1967 4779 11 Briançon Digne-les-Bains "José Samyn  (Bleuets De France)" NA "Roger Pingeon" Nan Nan NA
1080 1967 4779 12 Digne-les-Bains Marseille "Raymond Riotte  (France)" NA "Roger Pingeon" Nan Nan NA
1081 1967 4779 13 Marseille Carpentras "Jan Janssen  (Nederland)" NA "Roger Pingeon" Nan Nan NA
1082 1967 4779 14 Carpentras Sète "Barry Hoban  (Great Britain)" NA "Roger Pingeon" Nan Nan NA
1083 1967 4779 15 Sète Toulouse "Rolf Wolfshohl  (Deutschland)" NA "Roger Pingeon" Nan Nan NA
1084 1967 4779 16 Toulouse Luchon "Fernando Manzaneque  (Esperanza)" NA "Roger Pingeon" Nan Nan NA
1085 1967 4779 17 Luchon Pau "Raymond Mastrotto  (Coqs De France)" NA "Roger Pingeon" Nan Nan NA
1086 1967 4779 18 Pau Bordeaux "Marino Basso  (Primavera)" NA "Roger Pingeon" Nan Nan NA
1087 1967 4779 19 Bordeaux Limoges "Jean Stablinski  (France)" NA "Roger Pingeon" Nan Nan NA
1088 1967 4779 20 Limoges "Puy de Dôme" "Felice Gimondi  (Italia)" NA "Roger Pingeon" Nan Nan NA
1089 1967 4779 21 Clermont-Ferrand Fontainebleau "Paul Lemetayer  (France)" NA "Roger Pingeon" Nan Nan NA
1090 1967 4779 22.1 Fontainebleau Versailles "René Binggeli  (Suisse-Luxembourg)" NA "Roger Pingeon" Nan Nan NA
1091 1967 4779 22.2 Versailles Paris "Raymond Poulidor  (France)" NA "Roger Pingeon" "Julio Jimenez" "Jan Janssen" NA
1092 1968 4492 0 Vittel Vittel "Charly Grosskost  (France B)" NA "Charly Grosskost" Nan Nan NA
1093 1968 4492 1 Vittel Esch-sur-Alzette "Charly Grosskost  (France B)" NA "Charly Grosskost" Nan Nan NA
1094 1968 4492 2 Arlon Forest "Eric De Vlaeminck  (Belgique B)" NA "Charly Grosskost" Nan Nan NA
1095 1968 4492 3.1 Forest Forest "Belgique A" NA "Herman Vanspringel" Nan Nan NA
1096 1968 4492 3.2 Forest Roubaix "Walter Godefroot  (Belgique B)" NA "Herman Vanspringel" Nan Nan NA
1097 1968 4492 4 Roubaix Rouen "Georges Chappe  (France B)" NA "Jean-Pierre Genet" Nan Nan NA
1098 1968 4492 5.1 Rouen Bagnoles-de-l'Orne "André Desvages  (France C)" NA "Georges Vandenberghe" Nan Nan NA
1099 1968 4492 5.2 Bagnoles-de-l'Orne Dinard "Jean Dumont  (France C)" NA "Georges Vandenberghe" Nan Nan NA
1100 1968 4492 6 Dinard Lorient "Aurelio Gonzalez  (Espana)" NA "Georges Vandenberghe" Nan Nan NA
1101 1968 4492 7 Lorient Nantes "Severino Andreoli  (Italia)" NA "Georges Vandenberghe" Nan Nan NA
1102 1968 4492 8 Nantes Royan "Daniel Van Ryckeghem  (Belgique A)" NA "Georges Vandenberghe" Nan Nan NA
1103 1968 4492 9 Royan Bordeaux "Walter Godefroot  (Belgique B)" NA "Georges Vandenberghe" Nan Nan NA
1104 1968 4492 10 Bordeaux Bayonne "Gilbert Bellone  (France B)" NA "Georges Vandenberghe" Nan Nan NA
1105 1968 4492 11 Bayonne Pau "Daniel Van Ryckeghem  (Belgique A)" NA "Georges Vandenberghe" Nan Nan NA
1106 1968 4492 12 Pau "Saint Gaudens" "Georges Pintens  (Belgique A)" NA "Georges Vandenberghe" Nan Nan NA
1107 1968 4492 13 "Saint Gaudens" "Seo de Urgel" "Herman Vanspringel  (Belgique A)" NA "Georges Vandenberghe" Nan Nan NA
1108 1968 4492 14 "Seo de Urgel" Canet-Plage "Jan Janssen  (Nederland)" NA "Georges Vandenberghe" Nan Nan NA
1109 1968 4492 15 "Font Romeu" Albi "Roger Pingeon  (France A)" NA "Georges Vandenberghe" Nan Nan NA
1110 1968 4492 16 Albi Aurillac "Severino Andreoli  (Italia)" NA "Rolf Wolfshohl" Nan Nan NA
1111 1968 4492 17 Aurillac Saint-Etienne "Jean-Pierre Genet  (France A)" NA "Rolf Wolfshohl" Nan Nan NA
1112 1968 4492 18 Saint-Etienne Grenoble "Roger Pingeon  (France A)" NA "Gregorio San Miguel" Nan Nan NA
1113 1968 4492 19 Grenoble Sallanches "Barry Hoban  (Great Britain)" NA "Herman Vanspringel" Nan Nan NA
1114 1968 4492 20 Sallanches Besançon "Joseph Huysmans  (Belgique A)" NA "Herman Vanspringel" Nan Nan NA
1115 1968 4492 21 Besançon Auxerre "Eric Leman  (Belgique B)" NA "Herman Vanspringel" Nan Nan NA
1116 1968 4492 22.1 Auxerre Melun "Maurice Izier  (France C)" NA "Herman Vanspringel" Nan Nan NA
1117 1968 4492 22.2 Melun Paris "Jan Janssen  (Nederland)" NA "Jan Janssen" "Aurelio Gonzalez" "Franco Bitossi" NA
1118 1969 4117 0 Roubaix Roubaix "Rudi Altig  (Salvarani)" NA "Rudi Altig" Nan Nan NA
1119 1969 4117 1.1 Roubaix Woluwé-Saint-Pierre "Marino Basso  (Molteni)" NA "Rudi Altig" Nan Nan NA
1120 1969 4117 1.2 Woluwé-Saint-Pierre Woluwé-Saint-Pierre Faema NA "Eddy Merckx" Nan Nan NA
1121 1969 4117 2 Woluwé-Saint-Pierre Maastricht "Julien Stevens  (Faema)" NA "Julien Stevens" Nan Nan NA
1122 1969 4117 3 Maastricht Charleville-Mézières "Eric Leman  (Flandria-De Clerck-Kruger)" NA "Julien Stevens" Nan Nan NA
1123 1969 4117 4 Charleville-Mézières Nancy "Rik Van Looy  (Willem Ii-Gazelle)" NA "Julien Stevens" Nan Nan NA
1124 1969 4117 5 Nancy Mulhouse "Joaquim Agostinho  (Frimatic-De Gribaldy-Viva-Wolber)" NA "Désiré Letort" Nan Nan NA
1125 1969 4117 6 Mulhouse "Ballon d'Alsace" "Eddy Merckx  (Faema)" NA "Eddy Merckx" Nan Nan NA
1126 1969 4117 7 Belfort Divonne "Mariano Diaz  (Fagor)" NA "Eddy Merckx" Nan Nan NA
1127 1969 4117 8.1 Divonne Divonne "Eddy Merckx  (Faema)" NA "Eddy Merckx" Nan Nan NA
1128 1969 4117 8.2 Divonne Thonon "Michele Dancelli  (Molteni)" NA "Eddy Merckx" Nan Nan NA
1129 1969 4117 9 Thonon Chamonix "Roger Pingeon  (Peugeot-Bp-Michelin)" NA "Eddy Merckx" Nan Nan NA
1130 1969 4117 10 Chamonix Briançon "Herman Vanspringel  (Mann-Grundig)" NA "Eddy Merckx" Nan Nan NA
1131 1969 4117 11 Briançon Digne-les-Bains "Eddy Merckx  (Faema)" NA "Eddy Merckx" Nan Nan NA
1132 1969 4117 12 Digne-les-Bains Aubagne "Felice Gimondi  (Salvarani)" NA "Eddy Merckx" Nan Nan NA
1133 1969 4117 13 Aubagne "La Grande-Motte" "Guido Reybroeck  (Faema)" NA "Eddy Merckx" Nan Nan NA
1134 1969 4117 14 "La Grande-Motte" Revel "Joaquim Agostinho  (Frimatic-De Gribaldy-Viva-Wolber)" NA "Eddy Merckx" Nan Nan NA
1135 1969 4117 15 Revel Revel "Eddy Merckx  (Faema)" NA "Eddy Merckx" Nan Nan NA
1136 1969 4117 16 Castelnaudary Luchon "Raymond Delisle  (Peugeot-Bp-Michelin)" NA "Eddy Merckx" Nan Nan NA
1137 1969 4117 17 Luchon Mourenx "Eddy Merckx  (Faema)" NA "Eddy Merckx" Nan Nan NA
1138 1969 4117 18 Mourenx Bordeaux "Barry Hoban  (Mercier-Bp-Hutchinson)" NA "Eddy Merckx" Nan Nan NA
1139 1969 4117 19 Libourne Brive-la-Gaillarde "Barry Hoban  (Mercier-Bp-Hutchinson)" NA "Eddy Merckx" Nan Nan NA
1140 1969 4117 20 Brive-la-Gaillarde "Puy de Dôme" "Pierre Matignon  (Frimatic-De Gribaldy-Viva-Wolber)" NA "Eddy Merckx" Nan Nan NA
1141 1969 4117 21 Clermont-Ferrand Montargis "Herman Vanspringel  (Mann-Grundig)" NA "Eddy Merckx" Nan Nan NA
1142 1969 4117 22.1 Montargis Créteil "Joseph Spruyt  (Faema)" NA "Eddy Merckx" Nan Nan NA
1143 1969 4117 22.2 Créteil Paris "Eddy Merckx  (Faema)" NA "Eddy Merckx" "Eddy Merckx" "Eddy Merckx" NA
1144 1970 4254 0 Limoges Limoges "Eddy Merckx  (Faema-Faemino)" NA "Eddy Merckx" Nan Nan NA
1145 1970 4254 1 Limoges "La Rochelle" "Cyrille Guimard  (Fagor-Mercier-Hutchinson)" NA "Eddy Merckx" Nan Nan NA
1146 1970 4254 2 "La Rochelle" Angers "Italo Zilioli  (Faema-Faemino)" NA "Italo Zilioli" Nan Nan NA
1147 1970 4254 3.1 Angers Angers Faema-Faemino NA "Italo Zilioli" Nan Nan NA
1148 1970 4254 3.2 Angers Rennes "Marino Basso  (Molteni)" NA "Italo Zilioli" Nan Nan NA
1149 1970 4254 4 Rennes Lisieux "Walter Godefroot  (Salvarani)" NA "Italo Zilioli" Nan Nan NA
1150 1970 4254 5.1 Lisieux Rouen "Walter Godefroot  (Salvarani)" NA "Italo Zilioli" Nan Nan NA
1151 1970 4254 5.2 Rouen Amiens "Joseph Spruyt  (Faema-Faemino)" NA "Italo Zilioli" Nan Nan NA
1152 1970 4254 6 Amiens Valenciennes "Roger De Vlaeminck  (Flandria-De Clerck-Kruger)" NA "Eddy Merckx" Nan Nan NA
1153 1970 4254 7.1 Valenciennes Forest "Eddy Merckx  (Faema-Faemino)" NA "Eddy Merckx" Nan Nan NA
1154 1970 4254 7.2 Forest Forest "José-Antonio Gonzalez-Linares  (Kas-Kaskol)" NA "Eddy Merckx" Nan Nan NA
1155 1970 4254 8 Ciney Feldsberg "Alain Vasseur  (Bic)" NA "Eddy Merckx" Nan Nan NA
1156 1970 4254 9 Sarrelouis Mulhouse "Morgens Frey  (Frimatic-De Gribaldy-Viva-Wolber)" NA "Eddy Merckx" Nan Nan NA
1157 1970 4254 10 Belfort Divonne "Eddy Merckx  (Faema-Faemino)" NA "Eddy Merckx" Nan Nan NA
1158 1970 4254 11.1 Divonne Divonne "Eddy Merckx  (Faema-Faemino)" NA "Eddy Merckx" Nan Nan NA
1159 1970 4254 11.2 Divonne Thonon "Marino Basso  (Molteni)" NA "Eddy Merckx" Nan Nan NA
1160 1970 4254 12 Thonon Grenoble "Eddy Merckx  (Faema-Faemino)" NA "Eddy Merckx" Nan Nan NA
1161 1970 4254 13 Grenoble Gap "Primo Mori  (Salvarani)" NA "Eddy Merckx" Nan Nan NA
1162 1970 4254 14 Gap "Mont Ventoux" "Eddy Merckx  (Faema-Faemino)" NA "Eddy Merckx" Nan Nan NA
1163 1970 4254 15 Carpentras Montpellier "Marinus ''Rini'' Wagtmans  (Willem Ii-Gazelle)" NA "Eddy Merckx" Nan Nan NA
1164 1970 4254 16 Montpellier Toulouse "Florent Van Vlierberghe  (Ferretti)" NA "Eddy Merckx" Nan Nan NA
1165 1970 4254 17 Toulouse "Saint Gaudens" "Luis Ocana  (Bic)" NA "Eddy Merckx" Nan Nan NA
1166 1970 4254 18 "Saint Gaudens" "La Mongie" "Bernard Thevenet  (Peugeot-Bp-Michelin)" NA "Eddy Merckx" Nan Nan NA
1167 1970 4254 19 Bagnères-de-Bigorre Mourenx "Christian Raymond  (Peugeot-Bp-Michelin)" NA "Eddy Merckx" Nan Nan NA
1168 1970 4254 20.1 Mourenx Bordeaux "Rolf Wolfshohl  (Fagor-Mercier-Hutchinson)" NA "Eddy Merckx" Nan Nan NA
1169 1970 4254 20.2 Bordeaux Bordeaux "Eddy Merckx  (Faema-Faemino)" NA "Eddy Merckx" Nan Nan NA
1170 1970 4254 21 Ruffec Tours "Marino Basso  (Molteni)" NA "Eddy Merckx" Nan Nan NA
1171 1970 4254 22 Tours Versailles "Jean-Pierre Danguillaume  (Peugeot-Bp-Michelin)" NA "Eddy Merckx" Nan Nan NA
1172 1970 4254 23 Versailles Paris "Eddy Merckx  (Faema-Faemino)" NA "Eddy Merckx" "Eddy Merckx" "Eddy Merckx" NA
1173 1971 3608 0 Mulhouse Mulhouse NA NA "Julien Stevens" Nan Nan NA
1174 1971 3608 1.1 Mulhouse Bâle "Eric Leman  (Mars-Flandria)" NA "Eric Leman" Nan Nan NA
1175 1971 3608 1.2 Bâle Fribourg "Gerben Karstens  (Goudsmit)" NA "Eddy Merckx" Nan Nan NA
1176 1971 3608 1.3 Fribourg Mulhouse "Florent Van Vlierberghe  (Ferretti)" NA "Eddy Merckx" Nan Nan NA
1177 1971 3608 2 Mulhouse Strasbourg "Eddy Merckx  (Molteni)" NA "Eddy Merckx" Nan Nan NA
1178 1971 3608 3 Strasbourg Nancy "Marinus ''Rini'' Wagtmans  (Molteni)" NA "Eddy Merckx" Nan Nan NA
1179 1971 3608 4 Nancy "Marche en Famenne" "Jean-Pierre Genet  (Fagor-Mercier)" NA "Eddy Merckx" Nan Nan NA
1180 1971 3608 5 Dinant Roubaix "Pietro Guerra  (Salvarani)" NA "Eddy Merckx" Nan Nan NA
